shipment_id,merchant_id,order_id,courier,shipment_status,delivery_attempts,rto_status,shipping_cost,delivery_days,pincode,area,city
SHP006434,M001,ORD006727,Xpressbees,in_transit,1,no,82.92,2,560004,Basavanagudi,Bangalore
SHP006435,M001,ORD005775,BlueDart,delivered,2,no,49.58,1,560038,Indiranagar,Bangalore
SHP006436,M001,ORD005238,Shiprocket,in_transit,1,no,168.25,4,560058,Peenya,Bangalore
SHP006437,M001,ORD006207,Ecom Express,delivered,2,no,82.84,5,560071,Domlur,Bangalore
SHP006438,M001,ORD008483,Delhivery,delivered,2,no,49.13,3,560017,Old Airport Road,Bangalore
SHP006439,M001,ORD007148,Shiprocket,delivered,2,no,124.11,3,560038,Indiranagar,Bangalore
SHP006440,M001,ORD005609,BlueDart,delivered,1,no,73.64,3,560048,Mahadevapura,Bangalore
SHP006441,M001,ORD007355,Shiprocket,rto,1,yes,102.33,9,560004,Basavanagudi,Bangalore
SHP006442,M001,ORD006066,Delhivery,delivered,1,no,76.98,2,560102,HSR Layout,Bangalore
SHP006443,M001,ORD008110,Shiprocket,delivered,1,no,96.86,5,560038,Indiranagar,Bangalore
SHP006444,M001,ORD006417,BlueDart,delivered,1,no,80.13,1,560037,Marathahalli,Bangalore
SHP006445,M001,ORD005857,Ecom Express,delivered,2,no,112.33,2,560037,Brookefield,Bangalore
SHP006446,M001,ORD005569,Delhivery,delivered,2,no,147.67,3,560100,Electronic City,Bangalore
SHP006447,M001,ORD008176,Xpressbees,rto,1,yes,77.92,4,560034,Koramangala,Bangalore
SHP006448,M001,ORD009163,Xpressbees,delivered,1,no,85.8,4,560037,Brookefield,Bangalore
SHP006449,M001,ORD007574,Delhivery,in_transit,1,no,82.92,4,560048,Mahadevapura,Bangalore
SHP006450,M001,ORD005177,Xpressbees,in_transit,1,no,94.85,4,560102,HSR Layout,Bangalore
SHP006451,M001,ORD009049,Ecom Express,in_transit,1,no,162.54,1,560100,Electronic City,Bangalore
SHP006452,M001,ORD008918,Ecom Express,delivered,1,no,86.43,3,560034,Koramangala,Bangalore
SHP006453,M001,ORD009871,Ecom Express,in_transit,1,no,63.04,1,560034,Koramangala,Bangalore
SHP006454,M001,ORD005785,BlueDart,failed_delivery,2,no,105.74,7,560100,Electronic City,Bangalore
SHP006455,M001,ORD005306,Delhivery,delivered,1,no,140.41,4,560103,Bellandur,Bangalore
SHP006456,M001,ORD008317,BlueDart,delivered,2,no,82.06,1,560102,HSR Layout,Bangalore
SHP006457,M001,ORD009344,Ecom Express,in_transit,1,no,171.24,3,560060,Kengeri,Bangalore
SHP006458,M001,ORD009520,Shiprocket,delivered,2,no,61.2,4,560048,Mahadevapura,Bangalore
SHP006459,M001,ORD009179,Xpressbees,delivered,2,no,51.68,3,560034,Koramangala,Bangalore
SHP006460,M001,ORD009791,Xpressbees,rto,3,yes,91.88,4,560003,Malleshwaram,Bangalore
SHP006461,M001,ORD009512,Ecom Express,in_transit,1,no,104.24,2,560037,Brookefield,Bangalore
SHP006462,M001,ORD009540,Delhivery,delivered,1,no,53.15,3,560103,Bellandur,Bangalore
SHP006463,M001,ORD005557,Xpressbees,in_transit,1,no,123.97,4,560036,KR Puram,Bangalore
SHP006464,M001,ORD005598,Ecom Express,delivered,2,no,77.59,1,560103,Bellandur,Bangalore
SHP006465,M001,ORD005489,BlueDart,failed_delivery,1,no,111.93,7,560038,Indiranagar,Bangalore
SHP006466,M001,ORD007972,Ecom Express,in_transit,1,no,72.06,4,560037,Marathahalli,Bangalore
SHP006467,M001,ORD008375,Ecom Express,in_transit,1,no,79.57,4,560102,HSR Layout,Bangalore
SHP006468,M001,ORD008407,Xpressbees,delivered,1,no,91.43,4,560037,Marathahalli,Bangalore
SHP006469,M001,ORD009422,Xpressbees,delivered,1,no,118.64,2,560085,Banashankari,Bangalore
SHP006470,M001,ORD006180,Xpressbees,delivered,1,no,78.56,3,560038,Indiranagar,Bangalore
SHP006471,M001,ORD005555,Shiprocket,delivered,1,no,146.31,2,560036,KR Puram,Bangalore
SHP006472,M001,ORD008106,Delhivery,delivered,1,no,98.8,2,560085,Banashankari,Bangalore
SHP006473,M001,ORD006259,BlueDart,in_transit,1,no,72.53,2,560036,KR Puram,Bangalore
SHP006474,M001,ORD008867,Shiprocket,delivered,1,no,146.51,3,560037,Marathahalli,Bangalore
SHP006475,M001,ORD009665,Xpressbees,delivered,1,no,105.45,1,560008,Ulsoor,Bangalore
SHP006476,M001,ORD005032,Delhivery,delivered,2,no,99.89,4,560034,Koramangala,Bangalore
SHP006477,M001,ORD005347,BlueDart,delivered,1,no,88.66,4,560103,Bellandur,Bangalore
SHP006478,M001,ORD008269,Ecom Express,delivered,1,no,85.57,1,560098,RR Nagar,Bangalore
SHP006479,M001,ORD009553,BlueDart,delivered,2,no,78.73,4,560034,Koramangala,Bangalore
SHP006480,M001,ORD006046,Ecom Express,delivered,1,no,112.92,5,560078,JP Nagar,Bangalore
SHP006481,M001,ORD007388,BlueDart,delivered,1,no,58.29,4,560038,Indiranagar,Bangalore
SHP006482,M001,ORD006244,Delhivery,delivered,1,no,76.39,2,560102,HSR Layout,Bangalore
SHP006483,M001,ORD008941,Ecom Express,delivered,1,no,53.51,1,560037,Marathahalli,Bangalore
SHP006484,M001,ORD007425,BlueDart,delivered,3,no,196.14,4,560100,Electronic City,Bangalore
SHP006485,M001,ORD005298,Xpressbees,rto,2,yes,47.95,6,560037,Marathahalli,Bangalore
SHP006486,M001,ORD005001,BlueDart,in_transit,1,no,93.72,2,560103,Bellandur,Bangalore
SHP006487,M001,ORD008857,Xpressbees,delivered,1,no,86.11,1,560066,Whitefield,Bangalore
SHP006488,M001,ORD007211,BlueDart,delivered,1,no,95.77,1,560102,HSR Layout,Bangalore
SHP006489,M001,ORD006856,Shiprocket,delivered,1,no,60.43,4,560038,Indiranagar,Bangalore
SHP006490,M001,ORD005757,BlueDart,delivered,2,no,186.9,2,560100,Electronic City,Bangalore
SHP006491,M001,ORD006075,Shiprocket,delivered,1,no,101.52,3,560103,Bellandur,Bangalore
SHP006492,M001,ORD006436,Shiprocket,delivered,1,no,67.64,4,560004,Basavanagudi,Bangalore
SHP006493,M001,ORD005405,BlueDart,delivered,2,no,142.94,5,560064,Jakkur,Bangalore
SHP006494,M001,ORD005909,Ecom Express,in_transit,1,no,68.89,1,560103,Bellandur,Bangalore
SHP006495,M001,ORD007813,Xpressbees,delivered,2,no,124.52,4,560085,Banashankari,Bangalore
SHP006496,M001,ORD007406,Ecom Express,failed_delivery,2,no,64.89,9,560064,Jakkur,Bangalore
SHP006497,M001,ORD008935,Shiprocket,delivered,1,no,170.37,2,560035,Sarjapur Road,Bangalore
SHP006498,M001,ORD006957,Ecom Express,delivered,1,no,70.22,4,560048,Mahadevapura,Bangalore
SHP006499,M001,ORD007751,Xpressbees,delivered,1,no,141.36,2,560066,Whitefield,Bangalore
SHP006500,M001,ORD007886,Ecom Express,failed_delivery,3,no,196.04,8,560035,Sarjapur Road,Bangalore
SHP006501,M001,ORD006351,Delhivery,delivered,3,no,188.59,1,560035,Sarjapur Road,Bangalore
SHP006502,M001,ORD008553,BlueDart,delivered,1,no,104.15,2,560034,Koramangala,Bangalore
SHP006503,M001,ORD007897,BlueDart,delivered,2,no,136.55,1,560078,JP Nagar,Bangalore
SHP006504,M001,ORD007901,Xpressbees,in_transit,1,no,130.41,2,560085,Banashankari,Bangalore
SHP006505,M001,ORD007699,BlueDart,rto,1,yes,106.95,6,560103,Bellandur,Bangalore
SHP006506,M001,ORD009377,Shiprocket,delivered,2,no,59.58,1,560103,Bellandur,Bangalore
SHP006507,M001,ORD006337,Ecom Express,delivered,1,no,90.51,1,560038,Indiranagar,Bangalore
SHP006508,M001,ORD008082,Delhivery,delivered,2,no,135.79,5,560071,Domlur,Bangalore
SHP006509,M001,ORD005526,BlueDart,delivered,3,no,85.93,5,560048,Mahadevapura,Bangalore
SHP006510,M001,ORD007270,Xpressbees,delivered,2,no,83.09,4,560071,Domlur,Bangalore
SHP006511,M001,ORD006325,Ecom Express,in_transit,1,no,110.86,1,560100,Electronic City,Bangalore
SHP006512,M001,ORD005382,Ecom Express,delivered,1,no,163.87,3,560064,Yelahanka,Bangalore
SHP006513,M001,ORD008733,Delhivery,rto,1,yes,57.93,5,560040,Vijayanagar,Bangalore
SHP006514,M001,ORD008600,Xpressbees,delivered,1,no,80.12,3,560071,Domlur,Bangalore
SHP006515,M001,ORD006656,Xpressbees,delivered,1,no,196.72,4,560100,Electronic City,Bangalore
SHP006516,M001,ORD009629,Delhivery,delivered,2,no,128.91,3,560035,Sarjapur Road,Bangalore
SHP006517,M001,ORD008574,Shiprocket,delivered,2,no,63.74,1,560066,Whitefield,Bangalore
SHP006518,M001,ORD006690,BlueDart,failed_delivery,2,no,127.52,4,560037,Marathahalli,Bangalore
SHP006519,M001,ORD005532,Xpressbees,delivered,3,no,91.76,3,560102,HSR Layout,Bangalore
SHP006520,M001,ORD006426,BlueDart,failed_delivery,3,no,142.28,7,560036,KR Puram,Bangalore
SHP006521,M001,ORD007039,Ecom Express,delivered,1,no,133.77,2,560034,Koramangala,Bangalore
SHP006522,M001,ORD008620,Xpressbees,rto,3,yes,62.69,6,560034,Koramangala,Bangalore
SHP006523,M001,ORD007864,BlueDart,failed_delivery,2,no,123.69,9,560100,Electronic City,Bangalore
SHP006524,M001,ORD009750,Delhivery,delivered,1,no,133.23,4,560008,Ulsoor,Bangalore
SHP006525,M001,ORD005257,Ecom Express,delivered,3,no,129.28,2,560048,Mahadevapura,Bangalore
SHP006526,M001,ORD007550,Shiprocket,delivered,1,no,114.38,1,560040,Vijayanagar,Bangalore
SHP006527,M001,ORD009230,Shiprocket,delivered,2,no,81.02,2,560008,Ulsoor,Bangalore
SHP006528,M001,ORD005895,Shiprocket,in_transit,2,no,118.32,3,560076,BTM Layout,Bangalore
SHP006529,M001,ORD005256,Xpressbees,failed_delivery,3,no,71.6,8,560103,Bellandur,Bangalore
SHP006530,M001,ORD005935,Ecom Express,delivered,2,no,110.56,2,560103,Bellandur,Bangalore
SHP006531,M001,ORD009243,Shiprocket,rto,2,yes,60.46,6,560003,Malleshwaram,Bangalore
SHP006532,M001,ORD009846,BlueDart,delivered,1,no,132.45,2,560003,Malleshwaram,Bangalore
SHP006533,M001,ORD008585,Shiprocket,rto,3,yes,127.66,8,560035,Sarjapur Road,Bangalore
SHP006534,M001,ORD008636,Ecom Express,delivered,1,no,143.2,5,560010,Rajajinagar,Bangalore
SHP006535,M001,ORD008368,Ecom Express,rto,3,yes,139.39,5,560048,Mahadevapura,Bangalore
SHP006536,M001,ORD007692,BlueDart,rto,3,yes,170.21,9,560100,Electronic City,Bangalore
SHP006537,M001,ORD007743,Xpressbees,delivered,1,no,132.42,2,560034,Koramangala,Bangalore
SHP006538,M001,ORD008752,Xpressbees,delivered,1,no,50.75,1,560037,Marathahalli,Bangalore
SHP006539,M001,ORD006632,Ecom Express,delivered,1,no,61.78,1,560037,Brookefield,Bangalore
SHP006540,M001,ORD009189,Shiprocket,delivered,2,no,91.18,4,560064,Jakkur,Bangalore
SHP006541,M001,ORD008314,Xpressbees,delivered,1,no,62.99,2,560036,KR Puram,Bangalore
SHP006542,M001,ORD008651,BlueDart,delivered,1,no,133.93,3,560048,Mahadevapura,Bangalore
SHP006543,M001,ORD006899,Ecom Express,delivered,1,no,176.38,4,560058,Peenya,Bangalore
SHP006544,M001,ORD006464,Delhivery,failed_delivery,1,no,55.13,8,560102,HSR Layout,Bangalore
SHP006545,M001,ORD008429,Shiprocket,rto,3,yes,114.99,7,560034,Koramangala,Bangalore
SHP006546,M001,ORD006040,Delhivery,delivered,1,no,84.95,1,560037,Marathahalli,Bangalore
SHP006547,M001,ORD009746,Ecom Express,delivered,1,no,121.77,3,560100,Electronic City,Bangalore
SHP006548,M001,ORD005107,Xpressbees,failed_delivery,3,no,113.18,3,560103,Bellandur,Bangalore
SHP006549,M001,ORD006866,Delhivery,failed_delivery,2,no,109.2,7,560048,Mahadevapura,Bangalore
SHP006550,M001,ORD008034,Delhivery,delivered,2,no,80.02,2,560008,Ulsoor,Bangalore
SHP006551,M001,ORD008564,BlueDart,delivered,1,no,49.71,1,560071,Domlur,Bangalore
SHP006552,M001,ORD008487,Xpressbees,in_transit,3,no,52.18,1,560076,BTM Layout,Bangalore
SHP006553,M001,ORD008696,BlueDart,failed_delivery,2,no,120.58,5,560037,Marathahalli,Bangalore
SHP006554,M001,ORD008132,BlueDart,failed_delivery,3,no,129.73,6,560066,Whitefield,Bangalore
SHP006555,M001,ORD005137,BlueDart,rto,2,yes,142.03,4,560103,Bellandur,Bangalore
SHP006556,M001,ORD007510,Xpressbees,in_transit,1,no,59.6,1,560041,Jayanagar,Bangalore
SHP006557,M001,ORD007110,Xpressbees,rto,1,yes,111.29,3,560066,Whitefield,Bangalore
SHP006558,M001,ORD006384,Xpressbees,delivered,1,no,118.77,4,560103,Bellandur,Bangalore
SHP006559,M001,ORD007257,Shiprocket,delivered,2,no,59.51,2,560066,Whitefield,Bangalore
SHP006560,M001,ORD007756,Ecom Express,delivered,1,no,142.39,4,560037,Marathahalli,Bangalore
SHP006561,M001,ORD006973,Ecom Express,delivered,1,no,95.24,2,560036,KR Puram,Bangalore
SHP006562,M001,ORD006570,BlueDart,in_transit,2,no,145.4,4,560103,Bellandur,Bangalore
SHP006563,M001,ORD009451,Ecom Express,in_transit,2,no,132.39,1,560103,Bellandur,Bangalore
SHP006564,M001,ORD007941,Ecom Express,in_transit,3,no,139.58,1,560071,Domlur,Bangalore
SHP006565,M001,ORD008444,Xpressbees,delivered,3,no,97.15,5,560034,Koramangala,Bangalore
SHP006566,M001,ORD008327,Ecom Express,delivered,2,no,124.3,4,560103,Bellandur,Bangalore
SHP006567,M001,ORD005423,Delhivery,delivered,1,no,59.96,1,560004,Basavanagudi,Bangalore
SHP006568,M001,ORD007870,BlueDart,failed_delivery,3,no,113.9,4,560040,Vijayanagar,Bangalore
SHP006569,M001,ORD006954,Shiprocket,delivered,1,no,81.24,3,560037,Marathahalli,Bangalore
SHP006570,M001,ORD008590,Ecom Express,delivered,2,no,66.66,5,560102,HSR Layout,Bangalore
SHP006571,M001,ORD008023,Shiprocket,delivered,1,no,85.06,3,560036,KR Puram,Bangalore
SHP006572,M001,ORD005825,Delhivery,delivered,1,no,108.49,2,560066,Whitefield,Bangalore
SHP006573,M001,ORD007006,Delhivery,failed_delivery,3,no,69.75,3,560078,JP Nagar,Bangalore
SHP006574,M001,ORD009490,Delhivery,failed_delivery,2,no,83.22,3,560034,Koramangala,Bangalore
SHP006575,M001,ORD008878,Delhivery,delivered,1,no,118.0,3,560003,Malleshwaram,Bangalore
SHP006576,M001,ORD006305,BlueDart,delivered,1,no,109.82,4,560102,HSR Layout,Bangalore
SHP006577,M001,ORD009256,Delhivery,delivered,3,no,122.12,4,560066,Whitefield,Bangalore
SHP006578,M001,ORD005763,Xpressbees,delivered,3,no,113.08,3,560035,Sarjapur Road,Bangalore
SHP006579,M001,ORD005145,BlueDart,delivered,2,no,66.98,5,560036,KR Puram,Bangalore
SHP006580,M001,ORD006604,Ecom Express,rto,1,yes,112.83,4,560001,MG Road,Bangalore
SHP006581,M001,ORD005334,BlueDart,failed_delivery,3,no,54.37,7,560017,Old Airport Road,Bangalore
SHP006582,M001,ORD008736,Ecom Express,delivered,2,no,65.22,2,560037,Marathahalli,Bangalore
SHP006583,M001,ORD009992,Delhivery,delivered,1,no,87.78,3,560048,Mahadevapura,Bangalore
SHP006584,M001,ORD009836,Xpressbees,delivered,2,no,115.31,5,560085,Banashankari,Bangalore
SHP006585,M001,ORD005735,Shiprocket,delivered,1,no,130.44,4,560037,Brookefield,Bangalore
SHP006586,M001,ORD006877,Delhivery,delivered,1,no,123.22,3,560102,HSR Layout,Bangalore
SHP006587,M001,ORD006839,Shiprocket,in_transit,1,no,85.19,1,560037,Brookefield,Bangalore
SHP006588,M001,ORD006879,Ecom Express,rto,2,yes,187.61,9,560100,Electronic City,Bangalore
SHP006589,M001,ORD007235,BlueDart,delivered,3,no,59.61,3,560066,Whitefield,Bangalore
SHP006590,M001,ORD005039,Xpressbees,delivered,1,no,87.35,4,560048,Mahadevapura,Bangalore
SHP006591,M001,ORD007735,Xpressbees,delivered,1,no,105.75,2,560034,Koramangala,Bangalore
SHP006592,M001,ORD007961,Ecom Express,delivered,1,no,63.28,2,560103,Bellandur,Bangalore
SHP006593,M001,ORD006651,Shiprocket,delivered,1,no,131.23,4,560035,Sarjapur Road,Bangalore
SHP006594,M001,ORD007925,BlueDart,delivered,2,no,106.34,3,560017,Old Airport Road,Bangalore
SHP006595,M001,ORD006008,Ecom Express,failed_delivery,2,no,85.29,6,560066,Whitefield,Bangalore
SHP006596,M001,ORD008847,Ecom Express,delivered,2,no,142.08,5,560037,Marathahalli,Bangalore
SHP006597,M001,ORD007980,BlueDart,delivered,2,no,57.7,2,560066,Whitefield,Bangalore
SHP006598,M001,ORD008036,BlueDart,failed_delivery,2,no,66.87,6,560048,Mahadevapura,Bangalore
SHP006599,M001,ORD007060,BlueDart,delivered,1,no,131.97,2,560066,Whitefield,Bangalore
SHP006600,M001,ORD009773,Delhivery,delivered,1,no,128.54,1,560102,HSR Layout,Bangalore
SHP006601,M001,ORD005066,Delhivery,delivered,3,no,109.81,5,560036,KR Puram,Bangalore
SHP006602,M001,ORD007991,BlueDart,delivered,1,no,128.81,2,560100,Electronic City,Bangalore
SHP006603,M001,ORD008524,Ecom Express,rto,1,yes,127.47,9,560103,Bellandur,Bangalore
SHP006604,M001,ORD006268,Ecom Express,rto,1,yes,131.74,3,560071,Domlur,Bangalore
SHP006605,M001,ORD006004,Shiprocket,delivered,1,no,60.22,3,560003,Malleshwaram,Bangalore
SHP006606,M001,ORD006719,Shiprocket,in_transit,1,no,151.92,4,560100,Electronic City,Bangalore
SHP006607,M001,ORD006058,Delhivery,delivered,1,no,82.47,2,560040,Vijayanagar,Bangalore
SHP006608,M001,ORD009825,Delhivery,delivered,3,no,134.09,1,560037,Brookefield,Bangalore
SHP006609,M001,ORD006205,Ecom Express,delivered,1,no,86.25,2,560037,Marathahalli,Bangalore
SHP006610,M001,ORD009636,Xpressbees,in_transit,3,no,114.43,1,560017,Old Airport Road,Bangalore
SHP006611,M001,ORD005046,Delhivery,in_transit,1,no,114.64,4,560037,Marathahalli,Bangalore
SHP006612,M001,ORD007506,Ecom Express,delivered,1,no,102.04,4,560064,Jakkur,Bangalore
SHP006613,M001,ORD006681,Delhivery,delivered,1,no,65.53,4,560103,Bellandur,Bangalore
SHP006614,M001,ORD008006,BlueDart,delivered,1,no,80.41,4,560017,Old Airport Road,Bangalore
SHP006615,M001,ORD007007,Shiprocket,delivered,1,no,126.95,2,560100,Electronic City,Bangalore
SHP006616,M001,ORD009545,Delhivery,delivered,1,no,110.48,3,560103,Bellandur,Bangalore
SHP006617,M001,ORD008436,BlueDart,delivered,1,no,72.63,1,560008,Ulsoor,Bangalore
SHP006618,M001,ORD006471,Delhivery,delivered,1,no,52.92,4,560037,Brookefield,Bangalore
SHP006619,M001,ORD005188,Shiprocket,delivered,1,no,105.9,1,560048,Mahadevapura,Bangalore
SHP006620,M001,ORD006061,Ecom Express,in_transit,2,no,111.39,4,560102,HSR Layout,Bangalore
SHP006621,M001,ORD006878,Ecom Express,failed_delivery,3,no,128.88,9,560034,Koramangala,Bangalore
SHP006622,M001,ORD006677,BlueDart,delivered,1,no,133.42,3,560038,Indiranagar,Bangalore
SHP006623,M001,ORD008379,BlueDart,delivered,2,no,144.39,5,560076,Bannerghatta Road,Bangalore
SHP006624,M001,ORD007348,Ecom Express,rto,1,yes,117.28,8,560034,Koramangala,Bangalore
SHP006625,M001,ORD008189,Ecom Express,delivered,1,no,118.57,2,560034,Koramangala,Bangalore
SHP006626,M001,ORD008509,Shiprocket,in_transit,2,no,104.6,1,560037,Marathahalli,Bangalore
SHP006627,M001,ORD006072,Xpressbees,rto,2,yes,89.46,3,560038,Indiranagar,Bangalore
SHP006628,M001,ORD006069,Xpressbees,rto,3,yes,132.71,7,560024,Hebbal,Bangalore
SHP006629,M001,ORD005233,Ecom Express,failed_delivery,1,no,148.16,6,560098,RR Nagar,Bangalore
SHP006630,M001,ORD005562,Ecom Express,delivered,2,no,118.74,2,560038,Indiranagar,Bangalore
SHP006631,M001,ORD005014,Ecom Express,delivered,2,no,135.5,3,560100,Electronic City,Bangalore
SHP006632,M001,ORD008205,BlueDart,delivered,1,no,135.04,1,560060,Kengeri,Bangalore
SHP006633,M001,ORD008002,Xpressbees,failed_delivery,1,no,82.54,6,560003,Malleshwaram,Bangalore
SHP006634,M001,ORD009700,BlueDart,delivered,1,no,49.61,5,560048,Mahadevapura,Bangalore
SHP006635,M001,ORD006335,Delhivery,failed_delivery,3,no,140.96,8,560066,Whitefield,Bangalore
SHP006636,M001,ORD006322,BlueDart,delivered,1,no,122.21,3,560085,Banashankari,Bangalore
SHP006637,M001,ORD008285,Ecom Express,in_transit,2,no,47.12,3,560037,Brookefield,Bangalore
SHP006638,M001,ORD006349,BlueDart,in_transit,1,no,127.94,2,560102,HSR Layout,Bangalore
SHP006639,M001,ORD008619,Shiprocket,failed_delivery,2,no,67.63,8,560037,Brookefield,Bangalore
SHP006640,M001,ORD009254,Delhivery,delivered,3,no,141.56,1,560102,HSR Layout,Bangalore
SHP006641,M001,ORD006739,Xpressbees,delivered,1,no,113.02,5,560085,Banashankari,Bangalore
SHP006642,M001,ORD007479,BlueDart,rto,2,yes,174.41,6,560058,Peenya,Bangalore
SHP006643,M001,ORD007513,BlueDart,delivered,1,no,58.61,3,560034,Koramangala,Bangalore
SHP006644,M001,ORD009939,Ecom Express,in_transit,2,no,102.5,1,560034,Koramangala,Bangalore
SHP006645,M001,ORD008072,Ecom Express,delivered,1,no,50.14,2,560038,Indiranagar,Bangalore
SHP006646,M001,ORD005976,BlueDart,delivered,2,no,132.45,1,560034,Koramangala,Bangalore
SHP006647,M001,ORD008773,Ecom Express,in_transit,3,no,67.93,1,560102,HSR Layout,Bangalore
SHP006648,M001,ORD009890,Delhivery,delivered,2,no,112.99,1,560034,Koramangala,Bangalore
SHP006649,M001,ORD007882,BlueDart,failed_delivery,3,no,101.96,3,560034,Koramangala,Bangalore
SHP006650,M001,ORD009696,Shiprocket,delivered,2,no,78.24,1,560034,Koramangala,Bangalore
SHP006651,M001,ORD005500,Shiprocket,delivered,1,no,63.79,4,560066,Whitefield,Bangalore
SHP006652,M001,ORD008712,Xpressbees,delivered,1,no,89.63,3,560010,Rajajinagar,Bangalore
SHP006653,M001,ORD009805,Xpressbees,delivered,1,no,124.62,2,560037,Marathahalli,Bangalore
SHP006654,M001,ORD008390,BlueDart,in_transit,1,no,70.49,4,560036,KR Puram,Bangalore
SHP006655,M001,ORD006201,BlueDart,delivered,1,no,63.98,2,560037,Marathahalli,Bangalore
SHP006656,M001,ORD008837,Delhivery,delivered,1,no,78.32,2,560038,Indiranagar,Bangalore
SHP006657,M001,ORD007687,Xpressbees,delivered,2,no,162.42,2,560100,Electronic City,Bangalore
SHP006658,M001,ORD008387,Ecom Express,delivered,1,no,142.27,2,560066,Whitefield,Bangalore
SHP006659,M001,ORD005040,Delhivery,delivered,2,no,90.11,3,560102,HSR Layout,Bangalore
SHP006660,M001,ORD005619,BlueDart,delivered,1,no,89.98,5,560017,Old Airport Road,Bangalore
SHP006661,M001,ORD009166,Ecom Express,failed_delivery,2,no,73.84,8,560038,Indiranagar,Bangalore
SHP006662,M001,ORD009766,Xpressbees,delivered,1,no,146.69,4,560034,Koramangala,Bangalore
SHP006663,M001,ORD009116,Xpressbees,rto,3,yes,102.72,6,560040,Vijayanagar,Bangalore
SHP006664,M001,ORD008489,Shiprocket,delivered,1,no,47.2,1,560085,Banashankari,Bangalore
SHP006665,M001,ORD008922,Delhivery,delivered,1,no,148.85,3,560064,Yelahanka,Bangalore
SHP006666,M001,ORD005222,Delhivery,delivered,1,no,116.53,5,560036,KR Puram,Bangalore
SHP006667,M001,ORD009942,BlueDart,delivered,2,no,89.42,1,560102,HSR Layout,Bangalore
SHP006668,M001,ORD007545,BlueDart,failed_delivery,2,no,178.36,7,560035,Sarjapur Road,Bangalore
SHP006669,M001,ORD005654,BlueDart,delivered,1,no,144.84,4,560034,Koramangala,Bangalore
SHP006670,M001,ORD008080,Xpressbees,delivered,1,no,102.34,3,560071,Domlur,Bangalore
SHP006671,M001,ORD005254,Delhivery,failed_delivery,3,no,135.03,8,560037,Marathahalli,Bangalore
SHP006672,M001,ORD005279,Shiprocket,delivered,1,no,117.06,1,560001,MG Road,Bangalore
SHP006673,M001,ORD006393,Ecom Express,delivered,2,no,186.59,3,560035,Sarjapur Road,Bangalore
SHP006674,M001,ORD005721,Ecom Express,delivered,1,no,74.58,5,560048,Mahadevapura,Bangalore
SHP006675,M001,ORD006715,Ecom Express,delivered,2,no,106.66,3,560035,Sarjapur Road,Bangalore
SHP006676,M001,ORD009353,Ecom Express,delivered,2,no,141.23,3,560048,Mahadevapura,Bangalore
SHP006677,M001,ORD006932,BlueDart,in_transit,1,no,147.85,2,560103,Bellandur,Bangalore
SHP006678,M001,ORD005739,Shiprocket,delivered,1,no,135.49,2,560038,Indiranagar,Bangalore
SHP006679,M001,ORD007889,Ecom Express,delivered,2,no,119.14,5,560017,Old Airport Road,Bangalore
SHP006680,M001,ORD007468,Shiprocket,delivered,1,no,140.01,5,560035,Sarjapur Road,Bangalore
SHP006681,M001,ORD006545,Ecom Express,delivered,1,no,98.98,2,560048,Mahadevapura,Bangalore
SHP006682,M001,ORD006579,Shiprocket,delivered,1,no,102.15,3,560103,Bellandur,Bangalore
SHP006683,M001,ORD005495,Xpressbees,delivered,1,no,63.26,4,560103,Bellandur,Bangalore
SHP006684,M001,ORD008117,Shiprocket,rto,3,yes,204.95,4,560100,Electronic City,Bangalore
SHP006685,M001,ORD006196,Xpressbees,delivered,2,no,52.28,3,560038,Indiranagar,Bangalore
SHP006686,M001,ORD006637,BlueDart,delivered,1,no,56.29,1,560008,Ulsoor,Bangalore
SHP006687,M001,ORD005577,BlueDart,delivered,1,no,110.09,1,560036,KR Puram,Bangalore
SHP006688,M001,ORD008661,Ecom Express,delivered,1,no,63.13,5,560048,Mahadevapura,Bangalore
SHP006689,M001,ORD005262,Delhivery,delivered,3,no,76.92,5,560037,Marathahalli,Bangalore
SHP006690,M001,ORD009064,Ecom Express,delivered,1,no,131.69,5,560008,Ulsoor,Bangalore
SHP006691,M001,ORD007725,Xpressbees,delivered,2,no,112.22,2,560008,Ulsoor,Bangalore
SHP006692,M001,ORD007536,Delhivery,delivered,1,no,86.07,1,560038,Indiranagar,Bangalore
SHP006693,M001,ORD008893,Delhivery,in_transit,1,no,58.02,4,560017,Old Airport Road,Bangalore
SHP006694,M001,ORD006269,BlueDart,delivered,2,no,118.93,5,560048,Mahadevapura,Bangalore
SHP006695,M001,ORD006898,Ecom Express,delivered,1,no,186.89,2,560100,Electronic City,Bangalore
SHP006696,M001,ORD005646,Shiprocket,delivered,1,no,153.98,2,560060,Kengeri,Bangalore
SHP006697,M001,ORD005741,Ecom Express,delivered,2,no,107.36,2,560037,Brookefield,Bangalore
SHP006698,M001,ORD008065,BlueDart,delivered,2,no,50.5,4,560085,Banashankari,Bangalore
SHP006699,M001,ORD006007,Shiprocket,delivered,2,no,60.29,4,560037,Brookefield,Bangalore
SHP006700,M001,ORD005315,Xpressbees,delivered,2,no,77.08,4,560048,Mahadevapura,Bangalore
SHP006701,M001,ORD007413,Xpressbees,delivered,1,no,72.3,4,560071,Domlur,Bangalore
SHP006702,M001,ORD007742,Xpressbees,delivered,1,no,163.31,5,560100,Electronic City,Bangalore
